POSTE;DATE;RR;QRR;DRR;QDRR;TN;QTN;HTN;QHTN;TX;QTX;HTX;QHTX;TM;QTM;TMNX;QTMNX;TNSOL;QTNSOL;TN50;QTN50;DG;QDG;TAMPLI;QTAMPLI;TNTXM;QTNTXM;PMERM;QPMERM;PMERMIN;QPMERMIN;FFM;QFFM;FXI;QFXI;DXI;QDXI;HXI;QHXI;FXY;QFXY;DXY;QDXY;HXY;QHXY;FF2M;QFF2M;FXI2;QFXI2;DXI2;QDXI2;HXI2;QHXI2;FXI3S;QFXI3S;DXI3S;QDXI3S;HXI3S;QHXI3S;UN;QUN;HUN;QHUN;UX;QUX;HUX;QHUX;DHUMI40;QDHUMI40;DHUMI80;QDHUMI80;TSVM;QTSVM;DHUMEC;QDHUMEC;UM;QUM;INST;QINST;GLOT;QGLOT;DIFT;QDIFT;DIRT;QDIRT;SIGMA;QSIGMA;INFRART;QINFRART;UV_INDICEX;QUV_INDICEX;NB300;QNB300;BA300;QBA300;NEIG;QNEIG;BROU;QBROU;ORAG;QORAG;GRESIL;QGRESIL;GRELE;QGRELE;ROSEE;QROSEE;VERGLAS;QVERGLAS;SOLNEIGE;QSOLNEIGE;GELEE;QGELEE;FUMEE;QFUMEE;BRUME;QBRUME;ECLAIR;QECLAIR;ETPMON;QETPMON;ETPGRILLE;QETPGRILLE;UV;QUV;TMERMAX;QTMERMAX;TMERMIN;QTMERMIN;HNEIGEF;QHNEIGEF;NEIGETOTX;QNEIGETOTX;NEIGETOT06;QNEIGETOT06
69029001;20240418;1,2;1;35;9;3,9;1;737;9;10,7;1;1304;9;6,4;1;7,30;1;3,7;9;3,5;9;0;9;6,8;1;7,3;1;1019,6;1;1015,6;1;4,7;1;17,0;1;360;1;1500;9;10,8;1;350;1;1411;9;;;;;;;;;15,9;1;;;1500;9;50;1;1248;9;96;1;14;9;0;9;879;9;7,4;9;;;78;1;328;9;1646;9;;;;;40;9;;;;;;;;;0;9;0;9;;;;;;;;;0;1;;;;;0;9;0;9;;;2,3;9;2,4;9;;;;;;;;;0;9;0;9
69029001;20240419;1,2;1;49;9;0,9;1;450;9;15,4;1;1523;9;9,4;1;8,15;1;-2,7;9;-2,1;9;0;9;14,5;1;8,2;1;1021,1;1;1017,2;1;1,7;1;9,8;1;350;1;2222;9;5,6;1;330;1;2230;1;;;;;;;;;;;;;;;42;1;1503;9;98;1;228;9;0;9;505;9;7,7;9;;;68;1;414;9;1926;9;;;;;51;9;;;;;;;;;0;9;0;9;0;9;;;;;;;1;9;;;0;9;0;9;0;9;;;2,4;9;2,5;9;;;;;;;;;0;9;0;9
69029001;20240420;0,0;1;;;5,9;1;632;9;11,8;1;1511;9;7,9;1;8,85;1;5,6;9;6,2;9;0;9;5,9;1;8,9;1;1021,8;1;1017,9;1;5,6;1;13,9;1;320;1;1305;9;9,0;1;320;1;1307;9;;;;;;;;;13,0;1;;;1310;9;40;1;1453;9;94;1;104;9;1;9;379;9;7,4;9;;;70;1;468;9;1828;9;;;;;57;9;;;;;;;;;0;9;0;9;;;;;;;;;;;;;;;0;9;0;9;;;3,0;9;3,0;9;;;;;;;;;0;9;0;9
69029001;20240421;1,8;1;63;9;3,6;1;442;9;9,7;1;1145;9;5,7;1;6,65;1;1,2;9;2,4;9;0;9;6,1;1;6,7;1;1021,3;1;1019,3;1;4,5;1;16,5;1;350;1;1429;9;10,2;1;340;1;1311;9;;;;;;;;;15,9;1;;;1710;9;58;1;1146;9;92;1;1433;9;0;9;893;9;7,1;9;;;78;1;183;9;1230;9;;;;;22;9;;;;;;;;;0;9;0;9;;;;;;;;;;;;;;;0;9;0;9;;;2,1;9;2,1;9;;;;;;;;;0;9;0;9
69029001;20240422;0,0;1;0;9;2,4;1;223;9;10,4;1;1444;9;6,0;1;6,40;1;1,2;9;1,9;9;0;9;8,0;1;6,4;1;1018,9;1;1017,4;1;6,8;1;15,8;1;340;1;1230;9;10,6;1;340;1;1621;1;;;;;;;;;14,7;1;;;1145;1;50;1;1353;9;92;1;1;9;0;9;487;9;6,4;9;;;69;1;73;9;1094;9;;;;;9;9;;;;;;;;;0;9;0;9;0;9;;;;;;;;;;;;;0;9;0;9;;;2,5;9;2,5;9;;;;;;;;;0;9;0;9
69029001;20240423;0,0;1;0;9;2,7;1;451;9;11,9;1;1426;9;7,4;1;7,30;1;1,9;9;2,4;9;0;9;9,2;1;7,3;1;1015,8;1;1013,9;1;7,2;1;17,4;1;340;1;933;9;11,5;1;340;1;1111;9;;;;;;;;;16,7;1;;;933;9;39;1;1315;9;82;1;452;9;60;9;120;9;5,9;9;;;59;1;432;9;2043;9;;;;;52;9;;;;;;;;;0;9;0;9;;;;;;;;;;;;;;;0;9;0;9;;;3,5;9;3,5;9;;;;;;;;;0;9;0;9
69029001;20240424;0,0;1;97;9;2,9;1;431;9;10,8;1;1120;9;6,9;1;6,85;1;-0,2;9;0,9;9;0;9;7,9;1;6,9;1;1015,4;1;1014,1;1;3,1;1;8,9;1;350;1;842;9;5,7;1;340;1;842;9;;;;;;;;;8,4;1;;;936;9;43;1;1143;9;86;1;1614;9;0;9;234;9;6,7;9;;;68;1;173;9;1126;9;;;;;21;9;;;;;;;;;0;9;0;9;;;;;;;;;;;;;;;0;9;0;9;;;2,1;9;2,1;9;;;;;;;;;0;9;0;9
69029001;20240425;0,0;1;413;9;3,9;1;524;9;15,7;1;1537;9;10,3;1;9,80;1;1,8;9;2,7;9;0;9;11,8;1;9,8;1;1009,2;1;1006,1;1;1,9;1;7,6;1;210;1;1359;9;4,3;1;200;1;1511;9;;;;;;;;;7,0;1;;;1410;9;38;1;1259;9;95;1;401;9;28;9;412;9;7,8;9;;;65;1;442;9;2176;9;;;;;53;9;;;;;;;;;0;9;0;9;0;9;;;;;;;;;;;;;0;9;0;9;;;3,1;9;3,2;9;;;;;;;;;0;9;0;9
69029001;20240426;1,0;1;;;9,0;1;358;9;15,7;1;1421;9;11,5;1;12,35;1;7,7;9;8,0;9;0;9;6,7;1;12,4;1;1007,2;1;1006,1;1;5,8;1;17,9;1;170;1;1430;9;11,5;1;190;1;1432;9;;;;;;;;;16,7;1;;;1430;9;56;1;1425;9;95;1;510;9;0;9;656;9;10,3;9;;;77;1;269;9;1635;9;;;;;32;9;;;;;;;;;0;9;0;9;;;;;;;;;;;;;;;0;9;0;9;;;3,2;9;3,3;9;;;;;;;;;0;9;0;9
69029001;20240427;24,5;1;256;9;10,2;1;2317;9;20,6;1;1546;9;15,2;1;15,40;1;8,1;9;9,1;9;0;9;10,4;1;15,4;1;1005,8;1;1002,9;1;5,6;1;20,8;1;150;1;1958;9;11,4;1;180;1;1716;1;;;;;;;;;18,4;1;;;1710;1;34;1;1604;9;78;1;549;9;169;9;0;9;9,4;9;;;56;1;166;9;1261;9;;;;;20;9;;;;;;;;;0;9;0;9;;;;;;;;;0;9;;;0;9;0;9;0;9;;;4,7;9;4,8;9;;;;;;;;;0;9;0;9
69029001;20240428;74,1;1;1229;9;10,3;1;523;9;11,4;1;1040;9;11,0;1;10,85;1;10,0;9;10,0;9;0;9;1,1;1;10,9;1;1015,3;1;1006,9;1;2,3;1;13,9;1;190;1;146;9;7,8;1;180;1;148;1;;;;;;;;;;;;;;;67;1;46;9;98;1;929;9;0;9;1314;9;12,3;9;;;94;1;0;9;162;9;;;;;0;9;;;;;;;;;0;9;0;9;;;;;;;;;0;9;;;0;9;0;9;0;9;;;0,3;9;0,3;9;;;;;;;;;0;9;0;9
69029001;20240429;0,0;1;114;9;9,4;1;336;9;14,5;1;1315;9;12,0;1;11,95;1;8,8;9;9,0;9;0;9;5,1;1;12,0;1;1019,4;1;1018,3;1;1,8;1;5,2;1;310;1;1641;9;3,7;1;310;1;1622;9;;;;;;;;;5,0;1;;;1653;9;81;1;1214;9;99;1;509;9;0;9;1440;9;12,8;9;;;91;1;0;9;605;9;;;;;0;9;;;;;;;;;0;9;0;9;;;;;;;;;0;9;;;0;9;0;9;1;9;;;1,0;9;1,0;9;;;;;;;;;0;9;0;9
69029001;20240430;0,0;1;22;9;10,8;1;2002;9;18,3;1;1307;9;14,0;1;14,55;1;8,2;9;9,6;9;0;9;7,5;1;14,6;1;1014,1;1;1010,4;1;1,1;1;4,6;1;80;1;1123;9;3,3;1;330;1;1814;9;;;;;;;;;4,1;1;;;1124;9;69;1;1251;9;98;1;2221;9;0;9;1081;9;14,0;9;;;88;1;32;9;1075;9;;;;;4;9;;;;;;;;;0;9;1;9;;;;;;;;;0;9;;;0;9;0;9;1;9;;;1,9;9;2,0;9;;;;;;;;;0;9;0;9
69029001;20240501;36,8;1;495;9;9,1;1;220;9;20,3;1;1434;9;14,6;1;14,70;1;5,8;9;6,9;9;0;9;11,2;1;14,7;1;1004,6;1;1001,4;1;1,7;1;8,5;1;260;1;1810;9;5,5;1;280;1;1848;9;;;;;;;;;7,9;1;;;1810;9;64;1;1512;9;99;1;235;9;0;9;994;9;14,3;9;;;86;1;64;9;1180;9;;;;;8;9;;;;;;;;;0;9;1;9;;;;;;;;;0;9;;;0;9;0;9;1;9;;;2,1;9;2,1;9;;;;;;;;;0;9;0;9
69029001;20240502;4,6;1;893;9;10,0;1;427;9;11,5;1;1157;9;10,5;1;10,75;1;9,1;9;9,1;9;0;9;1,5;1;10,8;1;1008,8;1;1002,1;1;3,0;1;13,2;1;300;1;908;9;7,2;1;290;1;849;9;;;;;;;;;11,5;1;;;910;9;72;1;948;9;97;1;4;9;0;9;1296;9;11,2;9;;;88;1;0;9;596;9;;;;;0;9;;;;;;;;;0;9;0;9;;;;;;;;;;;;;0;9;0;9;0;9;;;1,2;9;1,1;9;;;;;;;;;0;9;0;9
69029001;20240503;1,0;1;71;9;8,5;1;550;9;17,6;1;1446;9;11,9;1;13,05;1;7,2;9;7,7;9;0;9;9,1;1;13,1;1;1016,9;1;1015,3;1;1,7;1;11,0;1;310;1;1754;9;6,7;1;200;1;1626;9;;;;;;;;;10,0;1;;;1754;9;48;1;1333;9;98;1;559;9;0;9;802;9;10,7;9;;;78;1;435;9;2175;9;;;;;51;9;;;;;;;;;0;9;0;9;1;9;;;;;;;;;;;0;9;0;9;0;9;;;3,2;9;3,3;9;;;;;;;;;0;9;0;9
69029001;20240504;2,8;1;307;9;6,5;1;406;9;18,6;1;1449;9;13,2;1;12,55;1;3,1;9;3,8;9;0;9;12,1;1;12,6;1;1015,0;1;1012,5;1;4,8;1;14,2;1;190;9;1930;9;8,2;1;180;9;1939;9;;;;;;;;;13,3;1;;;1930;9;56;1;1155;9;98;1;456;9;0;9;676;9;11,4;9;;;77;1;119;9;1402;9;;;;;14;9;;;;;;;;;0;9;0;9;0;9;;;;;;;0;9;;;0;9;0;9;0;9;;;2,7;9;3,0;9;;;;;;;;;0;9;0;9
69029001;20240505;4,6;1;;;12,5;1;443;9;21,6;1;1542;9;17,0;1;17,05;1;10,9;9;10,9;9;0;9;9,1;1;17,1;1;1011,9;1;1008,2;1;5,0;1;16,6;1;180;1;1757;9;10,2;1;170;1;1735;9;;;;;;;;;15,8;1;;;1732;9;36;1;1729;9;87;1;634;9;39;9;155;9;11,3;9;;;59;1;154;9;1466;9;;;;;18;9;;;;;;;;;0;9;0;9;;;;;;;;;;;;;0;9;0;9;0;9;;;4,9;9;4,9;9;;;;;;;;;0;9;0;9
69029001;20240506;5,3;1;410;9;11,1;1;1141;9;14,4;1;1716;9;12,4;1;12,75;1;10,1;9;10,1;9;0;9;3,3;1;12,8;1;1012,6;1;1009,3;1;3,3;1;14,5;1;160;1;752;9;8,1;1;180;1;346;9;;;;;;;;;13,5;1;;;752;9;62;1;240;9;95;1;2234;9;0;9;1215;9;12,4;9;;;86;1;42;9;693;9;;;;;5;9;;;;;;;;;0;9;0;9;0;9;;;;;;;;;;;0;9;0;9;0;9;;;1,5;9;1,5;9;;;;;;;;;0;9;0;9
69029001;20240507;3,8;1;94;9;9,6;1;232;9;17,1;1;1333;9;12,9;1;13,35;1;7,8;9;8,1;9;0;9;7,5;1;13,4;1;1016,9;1;1014,8;1;2,9;1;11,3;1;20;1;1814;9;6,6;1;30;1;1825;9;;;;;;;;;10,2;1;;;1814;9;59;1;1156;9;95;1;9;9;0;9;1018;9;12,4;9;;;84;1;145;9;1492;9;;;;;17;9;;;;;;;;;0;9;0;9;1;9;;;;;;;;;;;;;0;9;0;9;;;2,5;9;2,6;9;;;;;;;;;0;9;0;9
69029001;20240508;0,0;1;0;9;11,6;1;1921;9;20,5;1;1344;9;15,3;1;16,05;1;10,8;9;11,0;9;0;9;8,9;1;16,1;1;1021,9;1;1019,5;1;6,8;1;16,3;1;330;1;1047;9;10,6;1;340;1;1055;9;;;;;;;;;14,6;1;;;1610;9;50;1;1339;9;92;1;151;9;0;9;577;9;12,5;9;;;73;1;646;9;2529;9;;;;;74;9;;;;;;;;;0;9;0;9;;;;;;;;;;;;;0;9;0;9;0;9;;;4,6;9;4,5;9;;;;;;;;;0;9;0;9
69029001;20240509;0,0;1;0;9;9,2;1;401;9;20,8;1;1430;9;14,8;1;15,00;1;7,4;9;8,0;9;0;9;11,6;1;15,0;1;1021,7;1;1019,3;1;2,9;1;8,8;1;360;1;111;9;5,5;1;340;1;54;9;;;;;;;;;7,9;1;;;110;9;51;1;1458;9;95;1;312;9;0;9;621;9;12,2;9;;;74;1;473;9;2340;9;;;;;54;9;;;;;;;;;0;9;0;9;;;;;;;;;0;9;;;0;9;0;9;0;9;;;3,8;9;4,0;9;;;;;;;;;0;9;0;9
69029001;20240510;0,0;1;0;9;9,3;1;401;9;25,6;1;1539;9;17,9;1;17,45;1;5,9;9;6,4;9;0;9;16,3;1;17,5;1;1018,7;1;1016,2;1;1,5;1;7,2;1;20;1;1613;9;3,4;1;10;1;1653;9;;;;;;;;;6,4;1;;;1613;9;39;1;1526;9;97;1;408;9;3;9;585;9;13,8;9;;;70;1;836;9;2787;9;;;;;96;9;;;;;;;;;0;9;0;9;0;9;;;;;;;0;9;;;0;9;0;9;0;9;;;4,2;9;4,3;9;;;;;;;;;0;9;0;9
69029001;20240511;0,0;1;0;9;11,2;1;349;9;26,7;1;1442;9;20,0;1;18,95;1;7,6;9;7,9;9;0;9;15,5;1;19,0;1;1016,8;1;1014,4;1;2,7;1;9,6;1;180;9;2221;9;5,6;1;180;9;2333;9;;;;;;;;;8,2;1;;;2245;9;34;1;1440;9;97;1;335;9;189;9;385;9;13,5;9;;;61;1;833;9;2810;9;;;;;95;9;;;;;;;;;0;9;0;9;;;;;;;;;0;9;;;0;9;0;9;0;9;;;5,1;9;5,7;9;;;;;;;;;0;9;0;9
69029001;20240512;0,0;1;17;9;10,6;1;355;9;24,7;1;1149;9;18,3;1;17,65;1;6,8;9;7,6;9;0;9;14,1;1;17,7;1;1015,8;1;1013,9;1;3,2;1;15,8;1;180;1;1335;9;9,9;1;170;1;1321;9;;;;;;;;;14,6;1;;;1320;9;34;1;1318;9;93;1;2343;9;62;9;347;9;13,3;9;;;65;1;484;9;2125;9;;;;;55;9;;;;;;;;;0;9;0;9;;;;;;;;;0;9;;;0;9;0;9;0;9;;;4,4;9;5,3;9;;;;;;;;;0;9;0;9
69029001;20240513;0,2;1;90;9;13,9;1;37;9;24,8;1;1314;9;19,2;1;19,35;1;10,8;9;11,5;9;0;9;10,9;1;19,4;1;1011,2;1;1007,4;1;4,1;1;14,2;1;180;1;1336;9;8,4;1;170;1;1132;9;;;;;;;;;12,9;1;;;1129;9;42;1;1125;9;94;1;108;9;0;9;402;9;13,8;9;;;64;1;393;9;2122;9;;;;;45;9;;;;;;;;;0;9;0;9;;;;;;;;;;;;;0;9;0;9;0;9;;;5,3;9;5,8;9;;;;;;;;;0;9;0;9
69029001;20240514;21,0;1;863;9;14,0;1;1800;9;17,8;1;844;9;15,3;1;15,90;1;13,1;9;13,2;9;0;9;3,8;1;15,9;1;1006,9;1;1006,2;1;2,2;1;12,1;1;180;1;934;9;7,4;1;190;1;938;9;;;;;;;;;10,8;1;;;934;9;56;1;17;9;96;1;2126;9;0;9;834;9;14,1;9;;;82;1;0;9;376;9;;;;;0;9;;;;;;;;;0;9;0;9;;;;;;;;;;;;;0;9;0;9;0;9;;;1,6;9;1,7;9;;;;;;;;;0;9;0;9
69029001;20240515;8,6;1;436;9;12,4;1;437;9;18,1;1;1528;9;13,9;1;15,25;1;12,2;9;12,1;9;0;9;5,7;1;15,3;1;1007,1;1;1005,3;1;1,8;1;7,1;1;180;1;1844;9;5,0;1;180;1;1849;9;;;;;;;;;6,6;1;;;1847;9;64;1;1536;9;97;1;318;9;0;9;1166;9;13,9;9;;;88;1;103;9;1098;9;;;;;12;9;;;;;;;;;0;9;0;9;;;;;;;;;;;;;0;9;0;9;0;9;;;2,2;9;2,3;9;;;;;;;;;0;9;0;9
69029001;20240516;5,0;1;289;9;11,3;1;231;9;17,0;1;1648;9;12,4;1;14,15;1;10,5;9;10,4;9;0;9;5,7;1;14,2;1;1008,2;1;1006,9;1;1,7;1;6,6;1;320;1;734;9;4,6;1;320;1;735;9;;;;;;;;;5,9;1;;;733;9;58;1;1642;9;97;1;359;9;0;9;1072;9;12,4;9;;;87;1;119;9;1044;9;;;;;13;9;;;;;;;;;0;9;0;9;;;;;;;;;;;;;;;0;9;0;9;;;2,2;9;2,2;9;;;;;;;;;0;9;0;9
69029001;20240517;0,0;1;0;9;8,1;1;358;9;21,3;1;1440;9;14,8;1;14,70;1;6,3;9;5,9;9;0;9;13,2;1;14,7;1;1011,0;1;1009,3;1;1,7;1;8,7;1;270;1;1941;9;5,8;1;270;1;1950;9;;;;;;;;;8,3;1;;;1946;9;44;1;1406;9;96;1;405;9;0;9;616;9;11,7;9;;;72;1;554;9;2562;9;;;;;62;9;;;;;;;;;0;9;0;9;;;;;;;;;;;;;;;0;9;0;9;;;3,9;9;4,0;9;;;;;;;;;0;9;0;9
69029001;20240518;0,8;1;112;9;10,8;1;2;9;19,8;1;1521;9;14,3;1;15,30;1;9,0;9;9,0;9;0;9;9,0;1;15,3;1;1012,7;1;1011,2;1;2,1;1;11,9;1;180;1;1415;9;7,3;1;170;1;1424;9;;;;;;;;;10,8;1;;;1415;9;58;1;1524;9;97;1;2305;9;0;9;997;9;13,5;9;;;84;1;219;9;1262;9;;;;;25;9;;;;;;;;;0;9;0;9;;;;;;;;;;;;;;;0;9;0;9;;;2,4;9;2,6;9;;;;;;;;;0;9;0;9
69029001;20240519;0,0;1;14;9;8,7;1;417;9;23,9;1;1416;9;16,9;1;16,30;1;7,0;9;6,2;9;0;9;15,2;1;16,3;1;1011,7;1;1008,8;1;1,9;1;10,7;1;200;9;2259;9;6,5;1;210;9;2306;9;;;;;;;;;9,7;1;;;2259;9;42;1;1434;9;98;1;46;9;0;9;517;9;13,2;9;;;71;1;593;9;2549;9;;;;;66;9;;;;;;;;;0;9;0;9;;;;;;;;;;;;;;;0;9;0;9;;;4,0;9;4,1;9;;;;;;;;;0;9;0;9
69029001;20240520;7,3;1;131;9;10,8;1;328;9;24,3;1;1426;9;17,2;1;17,55;1;8,6;9;8,4;9;0;9;13,5;1;17,6;1;1009,0;1;1005,7;1;2,3;1;14,6;1;290;1;1600;9;8,4;1;280;1;1608;9;;;;;;;;;12,5;1;;;1600;9;47;1;1218;9;97;1;442;9;0;9;789;9;14,5;9;;;77;1;617;9;2528;9;;;;;69;9;;;;;;;;;0;9;0;9;;;;;;;;;;;;;0;9;0;9;0;9;;;4,2;9;4,5;9;;;;;;;;;0;9;0;9
69029001;20240521;0,0;1;11;9;10,8;1;455;9;21,3;1;1107;9;16,4;1;16,05;1;9,1;9;9,0;9;0;9;10,5;1;16,1;1;1010,3;1;1008,7;1;3,4;1;11,1;1;180;1;1030;9;6,8;1;220;1;1121;9;;;;;;;;;10,1;1;;;1119;9;47;1;1045;9;95;1;1;9;0;9;399;9;12,7;9;;;70;1;407;9;2080;9;;;;;45;9;;;;;;;;;0;9;0;9;;;;;;;;;;;;;0;9;0;9;0;9;;;4,0;9;4,2;9;;;;;;;;;0;9;0;9
69029001;20240522;0,4;1;65;9;13,6;1;233;9;21,5;1;1522;9;16,3;1;17,55;1;12,0;9;11,9;9;0;9;7,9;1;17,6;1;1014,8;1;1013,1;1;2,4;1;15,2;1;280;1;1739;9;8,7;1;280;1;1745;9;;;;;;;;;12,9;1;;;1740;9;41;1;1440;9;89;1;2227;9;0;9;188;9;12,2;9;;;67;1;299;9;2066;9;;;;;33;9;;;;;;;;;0;9;0;9;1;9;;;;;;;;;;;0;9;0;9;0;9;;;4,7;9;4,8;9;;;;;;;;;0;9;0;9
