POSTE;DATE;RR;QRR;DRR;QDRR;TN;QTN;HTN;QHTN;TX;QTX;HTX;QHTX;TM;QTM;TMNX;QTMNX;TNSOL;QTNSOL;TN50;QTN50;DG;QDG;TAMPLI;QTAMPLI;TNTXM;QTNTXM;PMERM;QPMERM;PMERMIN;QPMERMIN;FFM;QFFM;FXI;QFXI;DXI;QDXI;HXI;QHXI;FXY;QFXY;DXY;QDXY;HXY;QHXY;FF2M;QFF2M;FXI2;QFXI2;DXI2;QDXI2;HXI2;QHXI2;FXI3S;QFXI3S;DXI3S;QDXI3S;HXI3S;QHXI3S;UN;QUN;HUN;QHUN;UX;QUX;HUX;QHUX;DHUMI40;QDHUMI40;DHUMI80;QDHUMI80;TSVM;QTSVM;DHUMEC;QDHUMEC;UM;QUM;INST;QINST;GLOT;QGLOT;DIFT;QDIFT;DIRT;QDIRT;SIGMA;QSIGMA;INFRART;QINFRART;UV_INDICEX;QUV_INDICEX;NB300;QNB300;BA300;QBA300;NEIG;QNEIG;BROU;QBROU;ORAG;QORAG;GRESIL;QGRESIL;GRELE;QGRELE;ROSEE;QROSEE;VERGLAS;QVERGLAS;SOLNEIGE;QSOLNEIGE;GELEE;QGELEE;FUMEE;QFUMEE;BRUME;QBRUME;ECLAIR;QECLAIR;ETPMON;QETPMON;ETPGRILLE;QETPGRILLE;UV;QUV;TMERMAX;QTMERMAX;TMERMIN;QTMERMIN;HNEIGEF;QHNEIGEF;NEIGETOTX;QNEIGETOTX;NEIGETOT06;QNEIGETOT06
69029001;20230418;0,0;1;16;9;4,6;1;440;9;17,3;1;1440;9;10,9;1;10,95;1;2,2;9;1,5;9;0;9;12,7;1;11,0;1;1017,5;1;1015,6;1;2,2;1;9,8;1;210;9;2046;9;5,6;1;210;9;2055;9;;;;;;;;;9,1;1;;;2046;9;50;1;1411;9;97;1;450;9;0;9;688;9;9,8;9;;;77;1;367;9;1949;9;;;;;45;9;;;;;;;;;0;9;0;9;;;;;;;;;;;;;0;9;0;9;0;9;;;2,7;9;2,8;9;;;;;;;;;0;9;0;9
69029001;20230419;0,0;1;0;9;3,9;1;506;9;20,8;1;1512;9;13,1;1;12,35;1;2,1;9;1,2;9;0;9;16,9;1;12,4;1;1015,9;1;1012,5;1;2,1;1;8,7;1;360;1;1716;9;5,2;1;10;1;1711;9;;;;;;;;;7,5;1;;;1615;9;40;1;1614;9;99;1;525;9;1;9;474;9;10,1;9;;;70;1;644;9;2380;9;;;;;79;9;;;;;;;;;0;9;0;9;;;;;;;;;0;9;;;0;9;0;9;0;9;;;3,1;9;3,4;9;;;;;;;;;0;9;0;9
69029001;20230420;3,2;1;145;9;7,6;1;221;9;14,6;1;1459;9;9,1;1;11,10;1;4,6;9;4,2;9;0;9;7,0;1;11,1;1;1011,5;1;1010,1;1;2,2;1;6,7;1;320;1;950;9;4,7;1;330;1;519;9;;;;;;;;;6,4;1;;;950;9;59;1;1449;9;98;1;2311;9;0;9;875;9;9,3;9;;;81;1;180;9;1210;9;;;;;22;9;;;;;;;;;0;9;0;9;;;;;;;;;0;9;;;0;9;0;9;0;9;;;2,4;9;2,3;9;;;;;;;;;0;9;0;9
69029001;20230421;0,2;1;4;9;3,6;1;110;9;18,6;1;1446;9;13,1;1;11,10;1;1,7;9;0,9;9;0;9;15,0;1;11,1;1;1009,0;1;1007,7;1;6,0;1;19,6;1;190;1;1215;9;12,8;1;180;1;1100;9;;;;;;;;;18,1;1;;;1215;9;44;1;1657;9;99;1;358;9;0;9;559;9;9,8;9;;;68;1;162;9;1505;9;;;;;20;9;;;;;;;;;0;9;0;9;;;;;;;;;0;9;;;0;9;0;9;1;9;;;2,9;9;3,4;9;;;;;;;;;0;9;0;9
69029001;20230422;4,2;1;398;9;13,7;1;527;9;18,2;1;1251;9;14,8;1;15,95;1;11,9;9;12,6;9;0;9;4,5;1;16,0;1;1011,7;1;1008,9;1;5,3;1;19,3;1;160;1;22;9;10,4;1;170;1;30;9;;;;;;;;;16,9;1;;;22;9;40;1;840;9;96;1;2106;9;4;9;283;9;9,7;9;;;59;1;25;9;539;9;;;;;3;9;;;;;;;;;0;9;0;9;;;;;;;;;0;9;;;0;9;0;9;0;9;;;4,2;9;3,9;9;;;;;;;;;0;9;0;9
69029001;20230423;4,2;1;155;9;7,7;1;514;9;18,6;1;1237;9;12,7;1;13,15;1;6,4;9;5,9;9;0;9;10,9;1;13,2;1;1011,3;1;1008,6;1;3,7;1;14,5;1;170;1;1052;9;9,2;1;170;1;1126;9;;;;;;;;;13,3;1;;;1122;9;55;1;1123;9;99;1;400;9;0;9;1059;9;12,1;9;;;84;1;175;9;1087;9;;;;;21;9;;;;;;;;;0;9;1;9;;;;;;;;;0;9;;;0;9;0;9;1;9;;;2,1;9;2,5;9;;;;;;;;;0;9;0;9
69029001;20230424;0,0;1;18;9;9,6;1;529;9;17,4;1;1238;9;12,5;1;13,50;1;7,8;9;8,0;9;0;9;7,8;1;13,5;1;1014,3;1;1012,0;1;2,3;1;8,9;1;330;1;754;9;6,2;1;320;1;742;9;;;;;;;;;8,3;1;;;726;9;43;1;1240;9;96;1;544;9;0;9;523;9;9,7;9;;;69;1;329;9;1871;9;;;;;40;9;;;;;;;;;0;9;0;9;;;;;;;;;0;9;;;0;9;0;9;0;9;;;3,6;9;3,6;9;;;;;;;;;0;9;0;9
69029001;20230425;0,0;1;0;9;8,8;1;2218;9;16,6;1;1502;9;11,5;1;12,70;1;7,4;9;6,2;9;0;9;7,8;1;12,7;1;1015,5;1;1013,6;1;3,0;1;9,9;1;320;1;753;9;7,1;1;310;1;757;9;;;;;;;;;9,4;1;;;800;9;36;1;1501;9;90;1;2334;9;75;9;238;9;8,3;9;;;63;1;410;9;1978;9;;;;;49;9;;;;;;;;;0;9;0;9;;;;;;;;;;;;;0;9;0;9;0;9;;;3,9;9;4,1;9;;;;;;;;;0;9;0;9
69029001;20230426;0,0;1;;;2,7;1;442;9;19,3;1;1357;9;12,4;1;11,00;1;1,0;9;0,0;9;0;9;16,6;1;11,0;1;1016,8;1;1014,7;1;1,6;1;7,3;1;40;1;1308;9;3,5;1;50;1;1312;9;;;;;;;;;6,7;1;;;1310;9;41;1;1359;9;97;1;408;9;0;9;430;9;9,3;9;;;67;1;568;9;2361;9;;;;;68;9;;;;;;;;;;;0;9;;;;;;;;;0;9;;;0;9;;;1;9;;;3,0;9;3,3;9;;;;;;;;;0;9;0;9
69029001;20230427;0,0;1;0;9;7,3;1;419;9;23,2;1;1552;9;16,8;1;15,25;1;5,6;9;4,8;9;0;9;15,9;1;15,3;1;1016,4;1;1014,6;1;1,8;1;8,8;1;180;9;2249;9;5,2;1;180;9;2250;9;;;;;;;;;8,1;1;;;2249;9;39;1;1319;9;97;1;510;9;26;9;363;9;11,5;9;;;63;1;632;9;2198;9;;;;;76;9;;;;;;;;;0;9;0;9;;;;;;;;;0;9;;;0;9;0;9;0;9;;;3,5;9;3,7;9;;;;;;;;;0;9;0;9
69029001;20230428;13,5;1;339;9;14,5;1;231;9;23,6;1;1141;9;18,8;1;19,05;1;11,3;9;11,0;9;0;9;9,1;1;19,1;1;1015,5;1;1013,6;1;4,7;1;13,4;1;160;1;1326;9;8,4;1;160;1;1249;9;;;;;;;;;12,3;1;;;1348;9;50;1;1339;9;94;1;2258;9;0;9;323;9;14,4;9;;;67;1;560;9;2161;9;;;;;67;9;;;;;;;;;0;9;0;9;1;9;;;;;;;0;9;;;0;9;0;9;0;9;;;4,9;9;5,1;9;;;;;;;;;0;9;0;9
69029001;20230429;0,8;1;;;14,2;1;355;9;19,8;1;1539;9;16,2;1;17,00;1;13,8;9;13,6;9;0;9;5,6;1;17,0;1;1015,6;1;1014,1;1;2,7;1;10,1;1;340;9;2235;9;6,7;1;340;9;2241;9;;;;;;;;;9,3;1;;;2235;9;70;1;1622;9;97;1;300;9;0;9;1051;9;15,7;9;;;85;1;4;9;894;9;;;;;0;9;;;;;;;;;0;9;0;9;1;9;;;;;;;0;9;;;0;9;0;9;0;9;;;2,3;9;2,3;9;;;;;;;;;0;9;0;9
69029001;20230430;0,0;1;;;10,0;1;435;9;18,5;1;1516;9;13,7;1;14,25;1;9,5;9;9,0;9;0;9;8,5;1;14,3;1;1017,0;1;1016,0;1;2,8;1;9,8;1;330;1;14;9;5,3;1;330;1;204;9;;;;;;;;;8,6;1;;;14;9;60;1;1452;9;93;1;2244;9;0;9;731;9;12,3;9;;;78;1;348;9;1841;9;;;;;41;9;;;;;;;;;0;9;0;9;;;;;;;;;0;9;;;0;9;0;9;0;9;;;3,0;9;3,0;9;;;;;;;;;0;9;0;9
69029001;20230501;0,4;1;29;9;12,6;1;1949;9;18,8;1;1425;9;14,3;1;15,70;1;11,0;9;10,0;9;0;9;6,2;1;15,7;1;1017,4;1;1015,9;1;4,2;1;15,0;1;330;1;1652;9;9,6;1;330;1;1659;9;;;;;;;;;13,9;1;;;1650;9;48;1;1134;9;89;1;2332;9;0;9;329;9;11,4;9;;;71;1;216;9;1501;9;;;;;26;9;;;;;;;;;0;9;0;9;;;;;;;;;0;9;;;0;9;0;9;0;9;;;4,0;9;3,9;9;;;;;;;;;0;9;0;9
69029001;20230502;0,0;1;0;9;9,0;1;26;9;20,0;1;1544;9;14,7;1;14,50;1;7,2;9;6,6;9;0;9;11,0;1;14,5;1;1020,5;1;1019,5;1;6,5;1;14,8;1;10;1;1219;9;9,9;1;330;1;1531;9;;;;;;;;;13,6;1;;;1222;9;44;1;1607;9;91;1;27;9;0;9;458;9;11,0;9;;;68;1;777;9;2643;9;;;;;91;9;;;;;;;;;0;9;0;9;;;;;;;;;;;;;;;0;9;0;9;;;4,4;9;4,6;9;;;;;;;;;0;9;0;9
69029001;20230503;0,0;1;0;9;5,0;1;430;9;22,7;1;1402;9;14,8;1;13,85;1;3,5;9;2,0;9;0;9;17,7;1;13,9;1;1019,4;1;1017,0;1;1,8;1;5,9;1;160;9;2338;9;3,7;1;160;9;2343;9;;;;;;;;;5,4;1;;;2154;9;38;1;1450;9;96;1;445;9;51;9;505;9;11,1;9;;;68;1;816;9;2744;9;;;;;96;9;;;;;;;;;0;9;0;9;;;;;;;;;0;9;;;0;9;0;9;0;9;;;3,5;9;3,9;9;;;;;;;;;0;9;0;9
69029001;20230504;0,0;1;0;9;11,1;1;2141;9;25,1;1;1341;9;19,1;1;18,10;1;8,4;9;7,5;9;0;9;14,0;1;18,1;1;1017,6;1;1015,5;1;6,0;1;17,7;1;170;1;901;9;10,8;1;170;1;919;9;;;;;;;;;16,5;1;;;910;9;35;1;1307;9;81;1;2358;9;370;9;7;9;11,2;9;;;52;1;746;9;2637;9;;;;;87;9;;;;;;;;;0;9;0;9;;;;;;;;;0;9;;;0;9;0;9;0;9;;;6,1;9;6,6;9;;;;;;;;;0;9;0;9
69029001;20230505;0,4;1;;;10,6;1;442;9;26,4;1;1416;9;18,5;1;18,50;1;9,5;9;8,5;9;0;9;15,8;1;18,5;1;1018,0;1;1015,9;1;2,6;1;9,3;1;240;1;1038;9;5,7;1;320;1;1440;9;;;;;;;;;8,0;1;;;1431;9;33;1;1320;9;93;1;2236;9;160;9;427;9;13,7;9;;;66;1;572;9;2200;9;;;;;67;9;;;;;;;;;0;9;0;9;;;;;;;;;0;9;;;0;9;0;9;0;9;;;4,4;9;5,0;9;;;;;;;;;0;9;0;9
69029001;20230506;0,0;1;1;9;9,9;1;428;9;26,4;1;1501;9;18,3;1;18,15;1;9,2;9;7,8;9;0;9;16,5;1;18,2;1;1015,4;1;1012,9;1;1,4;1;8,6;1;220;9;2333;9;5,2;1;210;9;2338;9;;;;;;;;;7,6;1;;;2333;9;44;1;1519;9;99;1;500;9;0;9;483;9;14,6;9;;;72;1;623;9;2345;9;;;;;72;9;;;;;;;;;0;9;1;9;;;;;;;;;;;;;0;9;0;9;1;9;;;3,9;9;4,2;9;;;;;;;;;0;9;0;9
69029001;20230507;4,4;1;263;9;14,2;1;510;9;17,5;1;716;9;15,8;1;15,85;1;13,0;9;12,0;9;0;9;3,3;1;15,9;1;1018,7;1;1014,9;1;1,6;1;8,7;1;180;1;24;9;5,4;1;180;1;27;9;;;;;;;;;8,1;1;;;10;9;65;1;26;9;98;1;2306;9;0;9;812;9;14,9;9;;;83;1;17;9;589;9;;;;;2;9;;;;;;;;;0;9;0;9;;;;;;;;;0;9;;;0;9;0;9;0;9;;;1,5;9;1,8;9;;;;;;;;;0;9;0;9
69029001;20230508;0,0;1;0;9;11,8;1;225;9;21,3;1;1454;9;16,4;1;16,55;1;11,1;9;9,8;9;0;9;9,5;1;16,6;1;1021,2;1;1020,1;1;3,2;1;12,5;1;320;1;1136;9;7,4;1;320;1;1144;9;;;;;;;;;10,8;1;;;1136;9;56;1;1518;9;99;1;248;9;0;9;717;9;14,7;9;;;80;1;349;9;1854;9;;;;;40;9;;;;;;;;;0;9;1;9;;;;;;;;;;;;;0;9;0;9;1;9;;;3,3;9;3,5;9;;;;;;;;;0;9;0;9
69029001;20230509;10,3;1;334;9;12,5;1;441;9;20,5;1;928;9;15,6;1;16,50;1;11,7;9;10,7;9;0;9;8,0;1;16,5;1;1016,4;1;1013,9;1;2,3;1;11,5;1;330;9;2146;9;7,0;1;330;9;2154;9;;;;;;;;;10,0;1;;;2146;9;62;1;847;9;97;1;2126;9;0;9;1096;9;14,9;9;;;85;1;162;9;977;9;;;;;19;9;;;;;;;;;0;9;0;9;;;;;;;;;0;9;;;0;9;0;9;0;9;;;2,2;9;2,3;9;;;;;;;;;0;9;0;9
69029001;20230510;0,0;1;;;10,4;1;441;9;17,7;1;1351;9;13,5;1;14,05;1;8,8;9;8,2;9;0;9;7,3;1;14,1;1;1018,1;1;1016,4;1;3,0;1;10,6;1;310;1;928;9;6,2;1;290;1;638;9;;;;;;;;;9,4;1;;;620;9;44;1;1539;9;95;1;238;9;0;9;389;9;10,4;9;;;69;1;292;9;1603;9;;;;;34;9;;;;;;;;;0;9;0;9;;;;;;;;;0;9;;;0;9;0;9;0;9;;;3,4;9;3,5;9;;;;;;;;;0;9;0;9
69029001;20230511;0,2;1;40;9;9,9;1;12;9;17,5;1;1243;9;13,0;1;13,70;1;7,5;9;7,9;9;0;9;7,6;1;13,7;1;1015,6;1;1013,7;1;3,7;1;12,3;1;300;1;1235;9;8,3;1;290;1;1248;9;;;;;;;;;11,5;1;;;1235;9;52;1;1446;9;89;1;313;9;0;9;709;9;11,3;9;;;76;1;364;9;1953;9;;;;;42;9;;;;;;;;;0;9;0;9;;;;;;;;;0;9;;;0;9;0;9;0;9;;;3,4;9;3,4;9;;;;;;;;;0;9;0;9
69029001;20230512;5,3;1;198;9;10,8;1;209;9;18,6;1;1253;9;13,3;1;14,70;1;9,6;9;10,1;9;0;9;7,8;1;14,7;1;1013,9;1;1012,1;1;4,3;1;12,6;1;20;1;1431;9;7,9;1;320;1;1347;9;;;;;;;;;11,2;1;;;1327;9;53;1;1233;9;90;1;207;9;0;9;954;9;12,1;9;;;80;1;70;9;1296;9;;;;;8;9;;;;;;;;;0;9;0;9;1;9;;;;;;;0;9;;;0;9;0;9;0;9;;;3,2;9;3,2;9;;;;;;;;;0;9;0;9
69029001;20230513;7,6;1;238;9;12,3;1;444;9;17,5;1;1301;9;13,0;1;14,90;1;11,3;9;11,5;9;0;9;5,2;1;14,9;1;1016,5;1;1015,2;1;2,5;1;8,7;1;350;1;216;9;5,1;1;340;1;30;9;;;;;;;;;8,0;1;;;129;9;62;1;1304;9;99;1;2146;9;0;9;1191;9;13,1;9;;;88;1;45;9;879;9;;;;;5;9;;;;;;;;;0;9;1;9;1;9;;;;;;;;;;;0;9;0;9;1;9;;;2,2;9;2,3;9;;;;;;;;;0;9;0;9
69029001;20230514;3,4;1;137;9;9,4;1;2055;9;20,6;1;1538;9;14,3;1;15,00;1;6,4;9;7,7;9;0;9;11,2;1;15,0;1;1015,3;1;1012,9;1;3,7;1;14,2;1;340;1;1649;9;8,9;1;330;1;1549;9;;;;;;;;;13,7;1;;;1543;9;47;1;1530;9;98;1;41;9;0;9;900;9;12,8;9;;;81;1;233;9;1643;9;;;;;26;9;;;;;;;;;0;9;0;9;;;;;;;;;;;;;0;9;0;9;0;9;;;3,2;9;3,3;9;;;;;;;;;0;9;0;9
69029001;20230515;0,0;1;28;9;11,4;1;306;9;20,4;1;1433;9;15,1;1;15,90;1;10,0;9;10,6;9;0;9;9,0;1;15,9;1;1014,3;1;1012,0;1;4,2;1;12,8;1;320;1;1455;9;8,2;1;320;1;1455;1;;;;;;;;;12,1;1;;;1455;1;51;1;1551;9;94;1;14;9;0;9;482;9;12,5;9;;;74;1;209;9;1746;9;;;;;24;9;;;;;;;;;0;9;0;9;0;9;;;;;;;0;9;;;0;9;0;9;0;9;;;4,0;9;3,8;9;;;;;;;;;0;9;0;9
69029001;20230516;0,0;1;0;9;11,4;1;747;9;13,6;1;1713;9;12,5;1;12,50;1;11,0;9;11,6;9;0;9;2,2;1;12,5;1;1016,0;1;1014,2;1;7,5;1;17,2;1;340;1;1318;9;10,8;1;340;1;1324;9;;;;;;;;;16,2;1;;;1318;9;59;1;2107;9;85;1;748;9;0;9;454;9;10,5;9;;;73;1;0;9;440;9;;;;;0;9;;;;;;;;;0;9;0;9;;;;;;;;;0;9;;;0;9;0;9;0;9;;;2,5;9;2,4;9;;;;;;;;;0;9;0;9
69029001;20230517;0,0;1;0;9;8,7;1;442;9;17,5;1;1310;9;12,9;1;13,10;1;7,7;9;8,2;9;0;9;8,8;1;13,1;1;1018,6;1;1017,7;1;8,1;1;18,2;1;340;1;1300;9;11,1;1;350;1;1112;9;;;;;;;;;16,9;1;;;1300;9;42;1;1311;9;70;1;456;9;0;9;0;9;8,3;9;;;57;1;387;9;1792;9;;;;;44;9;;;;;;;;;0;9;0;9;;;;;;;;;0;9;;;0;9;0;9;0;9;;;4,9;9;4,6;9;;;;;;;;;0;9;0;9
69029001;20230518;0,0;1;32;9;8,9;1;314;9;16,0;1;1338;9;12,4;1;12,45;1;7,8;9;8,4;9;0;9;7,1;1;12,5;1;1019,8;1;1018,8;1;3,1;1;7,6;1;330;1;34;9;5,0;1;320;1;754;9;;;;;;;;;7,0;1;;;110;9;52;1;1313;9;84;1;0;9;0;9;90;9;9,7;9;;;68;1;148;9;1756;9;;;;;17;9;;;;;;;;;0;9;0;9;;;;;;;;;0;9;;;0;9;0;9;0;9;;;3,5;9;3,5;9;;;;;;;;;0;9;0;9
69029001;20230519;1,0;1;199;9;8,3;1;31;9;19,7;1;1327;9;14,8;1;14,00;1;4,9;9;6,2;9;0;9;11,4;1;14,0;1;1017,3;1;1015,2;1;3,8;1;11,1;1;340;1;1729;9;6,9;1;340;1;1729;9;;;;;;;;;10,3;1;;;1710;9;48;1;1330;9;89;1;33;9;0;9;411;9;11,2;9;;;68;1;371;9;1980;9;;;;;42;9;;;;;;;;;0;9;0;9;;;;;;;;;0;9;;;0;9;0;9;0;9;;;3,6;9;3,8;9;;;;;;;;;0;9;0;9
69029001;20230520;0,2;1;38;9;11,2;1;47;9;19,4;1;1241;9;15,7;1;15,30;1;8,0;9;9,9;9;0;9;8,2;1;15,3;1;1013,4;1;1011,8;1;2,9;1;7,2;1;330;1;1522;9;4,8;1;330;1;1525;9;;;;;;;;;6,7;1;;;1419;9;56;1;1211;9;92;1;2216;9;0;9;573;9;13,1;9;;;74;1;201;9;1531;9;;;;;22;9;;;;;;;;;0;9;0;9;;;;;;;;;;;;;0;9;0;9;0;9;;;3,1;9;3,1;9;;;;;;;;;0;9;0;9
69029001;20230521;0,0;1;0;9;11,9;1;438;9;22,5;1;1551;9;17,2;1;17,20;1;8,1;9;9,7;9;0;9;10,6;1;17,2;1;1012,7;1;1011,7;1;1,6;1;5,9;1;310;1;819;9;3,6;1;320;1;836;9;;;;;;;;;5,3;1;;;819;9;58;1;1440;9;98;1;530;9;0;9;794;9;15,5;9;;;80;1;232;9;1752;9;;;;;26;9;;;;;;;;;0;9;0;9;;;;;;;;;;;;;0;9;0;9;0;9;;;3,2;9;3,3;9;;;;;;;;;0;9;0;9
69029001;20230522;0,0;1;;;13,9;1;445;9;25,8;1;1449;9;20,3;1;19,85;1;10,5;9;12,4;9;0;9;11,9;1;19,9;1;1014,0;1;1012,2;1;3,5;1;11,4;1;360;1;1510;9;7,6;1;360;1;1518;9;;;;;;;;;10,6;1;;;1510;9;48;1;1514;9;96;1;434;9;0;9;501;9;16,9;9;;;73;1;641;9;2499;9;;;;;71;9;;;;;;;;;0;9;0;9;;;;;;;;;0;9;;;0;9;0;9;0;9;;;4,7;9;4,9;9;;;;;;;;;0;9;0;9
